,original idx,rxn_smiles,barrier
27,40,[N:10]([C:11]([CH3:12])=[O:13])=[NH+:14][O-:15].[CH3:1][NH:2][C:3](=[O:4])[C:5]#[C:6][C:7]([CH3:8])=[O:9]>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1=[C:6]([C:7]([CH3:8])=[O:9])[N:10]([C:11]([CH3:12])=[O:13])[NH:14][O:15]1,30.527135917761505
28,41,[O-:10][NH+:11]=[N:12][C:13]([CH3:14])=[O:15].[CH3:1][NH:2][C:3](=[O:4])[C:5]#[C:6][C:7]([CH3:8])=[O:9]>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1=[C:6]([C:7]([CH3:8])=[O:9])[O:10][NH:11][N:12]1[C:13]([CH3:14])=[O:15],31.10197167892824
29,42,[CH:8]1=[C:14]([F:15])[CH:12]2[CH2:11][CH2:10][CH:9]1[CH2:13]2.[CH3:1][NH:2][C:3](=[O:4])[C:5]#[N+:6][CH2-:7]>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1=[N:6][CH2:7][CH:8]2[CH:9]3[CH2:10][CH2:11][CH:12]([CH2:13]3)[C:14]12[F:15],15.297343111329251
30,43,[C:8]1([F:9])=[CH:15][CH:13]2[CH2:12][CH2:11][CH:10]1[CH2:14]2.[CH3:1][NH:2][C:3](=[O:4])[C:5]#[N+:6][CH2-:7]>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1=[N:6][CH2:7][C:8]2([F:9])[CH:10]3[CH2:11][CH2:12][CH:13]([CH2:14]3)[CH:15]12,15.650014255362608
31,44,[CH3:1][NH:2][C:3](=[O:4])[C:5]#[C:6][O:7][CH3:8].[C:9]([CH3:10])([C:11]#[N:12])=[O+:13][CH-:14][CH3:15]>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1=[C:6]([O:7][CH3:8])[C:9]([CH3:10])([C:11]#[N:12])[O:13][CH:14]1[CH3:15],10.15542011083826
32,45,[CH3:1][NH:2][C:3](=[O:4])[C:5]#[C:6][O:7][CH3:8].[CH-:9]([CH3:10])[O+:11]=[C:12]([CH3:13])[C:14]#[N:15]>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1=[C:6]([O:7][CH3:8])[CH:9]([CH3:10])[O:11][C:12]1([CH3:13])[C:14]#[N:15],11.25015930928999
33,46,[CH3:1][O:2][C:3](=[O:4])[C:5]1=[CH:10][CH:11]2[CH2:12][CH2:13][CH:14]1[CH2:15]2.[CH2-:6][N+:7]#[C:8][CH3:9]>>[CH3:1][O:2][C:3](=[O:4])[C:5]12[CH2:6][N:7]=[C:8]([CH3:9])[CH:10]1[CH:11]1[CH2:12][CH2:13][CH:14]2[CH2:15]1,6.415957409353537
34,47,[CH3:1][O:2][C:3](=[O:4])[C:5]1=[CH:10][CH:11]2[CH2:12][CH2:13][CH:14]1[CH2:15]2.[C:6]([CH3:7])#[N+:8][CH2-:9]>>[CH3:1][O:2][C:3](=[O:4])[C:5]12[C:6]([CH3:7])=[N:8][CH2:9][CH:10]1[CH:11]1[CH2:12][CH2:13][CH:14]2[CH2:15]1,7.586041208705088
35,48,[C:12]([CH3:13])#[C:14][F:15].[CH3:1][O:2][C:3](=[O:4])[C-:5]([C:6]#[N:7])[O+:8]=[C:9]([CH3:10])[CH3:11]>>[CH3:1][O:2][C:3](=[O:4])[C:5]1([C:6]#[N:7])[O:8][C:9]([CH3:10])([CH3:11])[C:12]([CH3:13])=[C:14]1[F:15],19.05139380688601
36,50,[CH:7]#[C:8][CH3:9].[CH3:1][O:2][C:3](=[O:4])[C-:5]([CH3:6])[O+:15]=[C:10]([CH3:11])[C:12]([CH3:13])=[O:14]>>[CH3:1][O:2][C:3](=[O:4])[C:5]1([CH3:6])[CH:7]=[C:8]([CH3:9])[C:10]([CH3:11])([C:12]([CH3:13])=[O:14])[O:15]1,13.28564364576996
37,51,[CH:13]#[C:14][CH3:15].[CH3:1][O:2][C:3](=[O:4])[C-:5]([CH3:6])[O+:7]=[C:8]([CH3:9])[C:10]([CH3:11])=[O:12]>>[CH3:1][O:2][C:3](=[O:4])[C:5]1([CH3:6])[O:7][C:8]([CH3:9])([C:10]([CH3:11])=[O:12])[CH:13]=[C:14]1[CH3:15],14.271153794696234
38,55,[CH3:1][O:2][C:3]#[C:4][C:5]#[N:6].[C:7]([c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)#[N+:14][CH-:15][C:16]#[N:17]>>[CH3:1][O:2][C:3]1=[C:4]([C:5]#[N:6])[C:7]([c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)=[N:14][CH:15]1[C:16]#[N:17],13.02534968232846
39,56,[CH3:1][O:2][C:3]#[C:4][C:5]#[N:6].[CH-:7]([C:8]#[N:9])[N+:10]#[C:11][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1>>[CH3:1][O:2][C:3]1=[C:4]([C:5]#[N:6])[CH:7]([C:8]#[N:9])[N:10]=[C:11]1[c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1,13.939306376283724
40,57,[CH:9]#[C:10][c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1.[CH3:1][O:2][C:3](=[O:4])[C:5]([CH3:6])=[NH+:7][CH2-:8]>>[CH3:1][O:2][C:3](=[O:4])[C:5]1([CH3:6])[NH:7][CH2:8][CH:9]=[C:10]1[c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1,15.484566741124024
41,58,[CH:7]#[C:8][c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1.[CH3:1][O:2][C:3](=[O:4])[C:5]([CH3:6])=[NH+:16][CH2-:15]>>[CH3:1][O:2][C:3](=[O:4])[C:5]1([CH3:6])[CH:7]=[C:8]([c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[CH2:15][NH:16]1,20.155791709079747
42,61,[CH3:1][NH:2][C:3](=[O:4])[C:5]#[N+:6][C-:7]([CH3:8])[C:9]#[N:10].[C:11]([O:12][CH3:13])#[C:14][Cl:15]>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1=[N:6][C:7]([CH3:8])([C:9]#[N:10])[C:11]([O:12][CH3:13])=[C:14]1[Cl:15],18.46758123759725
43,62,[CH3:1][NH:2][C:3](=[O:4])[C:5]#[N+:6][C-:7]([CH3:8])[C:9]#[N:10].[C:11]([Cl:12])#[C:13][O:14][CH3:15]>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1=[N:6][C:7]([CH3:8])([C:9]#[N:10])[C:11]([Cl:12])=[C:13]1[O:14][CH3:15],17.67543556453713
44,67,[C:13]([CH3:14])#[C:15][F:16].[CH3:1][NH:2][C:3](=[O:4])[C:5]([C:6]([CH3:7])=[O:8])=[NH+:9][CH-:10][C:11]#[N:12]>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1([C:6]([CH3:7])=[O:8])[NH:9][CH:10]([C:11]#[N:12])[C:13]([CH3:14])=[C:15]1[F:16],20.9041930848647
45,68,[C:13]([F:14])#[C:15][CH3:16].[CH3:1][NH:2][C:3](=[O:4])[C:5]([C:6]([CH3:7])=[O:8])=[NH+:9][CH-:10][C:11]#[N:12]>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1([C:6]([CH3:7])=[O:8])[NH:9][CH:10]([C:11]#[N:12])[C:13]([F:14])=[C:15]1[CH3:16],17.256123060102045
46,71,[CH3:1][NH:2][C:3](=[O:4])[C:5]#[CH:6].[CH:7]([C:8]#[N:9])=[O+:10][CH-:11][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1=[CH:6][CH:7]([C:8]#[N:9])[O:10][CH:11]1[c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1,8.070255542791125
47,72,[CH3:1][NH:2][C:3](=[O:4])[C:5]#[CH:6].[CH-:7]([c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)[O+:14]=[CH:15][C:16]#[N:17]>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1=[CH:6][CH:7]([c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[O:14][CH:15]1[C:16]#[N:17],9.462376475896525
48,73,[CH3:1][NH:2][C:3](=[O:4])[C-:5]([C:6]([CH3:7])=[O:8])[N+:9]#[CH:10].[C:11]([O:12][CH3:13])#[C:14][Cl:15]>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1([C:6]([CH3:7])=[O:8])[N:9]=[CH:10][C:11]([O:12][CH3:13])=[C:14]1[Cl:15],22.232592237225763
49,74,[CH3:1][NH:2][C:3](=[O:4])[C-:5]([C:6]([CH3:7])=[O:8])[N+:9]#[CH:10].[C:11]([Cl:12])#[C:13][O:14][CH3:15]>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1([C:6]([CH3:7])=[O:8])[N:9]=[CH:10][C:11]([Cl:12])=[C:13]1[O:14][CH3:15],13.734438783562386
50,75,[O-:4][N+:5]#[C:6][C:7]([CH3:8])=[O:9].[CH3:1][O:2][C:3]1=[C:10]([CH3:11])[CH:12]2[CH2:13][CH2:14][CH:15]1[CH2:16]2>>[CH3:1][O:2][C:3]12[O:4][N:5]=[C:6]([C:7]([CH3:8])=[O:9])[C:10]1([CH3:11])[CH:12]1[CH2:13][CH2:14][CH:15]2[CH2:16]1,20.23764580562148
51,76,[C:4]([C:5]([CH3:6])=[O:7])#[N+:8][O-:9].[CH3:1][O:2][C:3]1=[C:10]([CH3:11])[CH:12]2[CH2:13][CH2:14][CH:15]1[CH2:16]2>>[CH3:1][O:2][C:3]12[C:4]([C:5]([CH3:6])=[O:7])=[N:8][O:9][C:10]1([CH3:11])[CH:12]1[CH2:13][CH2:14][CH:15]2[CH2:16]1,18.500640402566127
52,77,[C:8]1([CH3:9])=[C:15]([CH3:16])[CH:13]2[CH2:12][CH2:11][CH:10]1[CH2:14]2.[CH3:1][NH:2][C:3](=[O:4])[C:5]#[N+:6][CH2-:7]>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1=[N:6][CH2:7][C:8]2([CH3:9])[CH:10]3[CH2:11][CH2:12][CH:13]([CH2:14]3)[C:15]12[CH3:16],27.353254478983946
53,78,[CH2:8]=[O+:9][C-:10]([C:11]([CH3:12])=[O:13])[C:14]([CH3:15])=[O:16].[CH3:1][NH:2][C:3](=[O:4])[C:5]#[C:6][CH3:7]>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1=[C:6]([CH3:7])[CH2:8][O:9][C:10]1([C:11]([CH3:12])=[O:13])[C:14]([CH3:15])=[O:16],10.878794608238657
54,83,[CH3:1][C:2](=[O:3])[N-:4][N+:15](=[CH2:14])[CH3:16].[CH:5]1=[CH:13][CH:8]2[O:7][CH:6]1[C:11]([F:12])=[C:9]2[F:10]>>[CH3:1][C:2](=[O:3])[N:4]1[CH:5]2[CH:6]3[O:7][CH:8]([C:9]([F:10])=[C:11]3[F:12])[CH:13]2[CH2:14][N:15]1[CH3:16],20.910631887061328
55,84,[C:6]([CH3:7])([C:8]#[N:9])=[NH+:10][N-:11][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1.[CH3:1][O:2][C:3]#[C:4][F:5]>>[CH3:1][O:2][C:3]1=[C:4]([F:5])[C:6]([CH3:7])([C:8]#[N:9])[NH:10][N:11]1[c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1,22.242325165222283
56,85,[N-:6]([c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1)[NH+:13]=[C:14]([CH3:15])[C:16]#[N:17].[CH3:1][O:2][C:3]#[C:4][F:5]>>[CH3:1][O:2][C:3]1=[C:4]([F:5])[N:6]([c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[NH:13][C:14]1([CH3:15])[C:16]#[N:17],21.343392042624444
57,86,[C:10]([C:11]([CH3:12])=[O:13])#[N+:14][N-:15][C:16]#[N:17].[CH3:1][O:2][C:3](=[O:4])[C:5]#[C:6][C:7]([CH3:8])=[O:9]>>[CH3:1][O:2][C:3](=[O:4])[c:5]1[c:6]([C:7]([CH3:8])=[O:9])[c:10]([C:11]([CH3:12])=[O:13])[n:14][n:15]1[C:16]#[N:17],17.532599510958775
58,87,[C:6]([C:7]([CH3:8])=[O:9])#[N+:10][N-:11][C:12]#[N:13].[CH3:1][O:2][C:3](=[O:4])[C:5]#[C:14][C:15]([CH3:16])=[O:17]>>[CH3:1][O:2][C:3](=[O:4])[c:5]1[c:6]([C:7]([CH3:8])=[O:9])[n:10][n:11]([C:12]#[N:13])[c:14]1[C:15]([CH3:16])=[O:17],17.28310532750271
59,88,[CH3:1][C:2](=[O:3])[C-:4]([CH3:5])[N+:6]#[N:7].[C:8]1([C:9]#[N:10])=[C:16]([CH3:17])[CH:14]2[CH:13]=[CH:12][CH:11]1[O:15]2>>[CH3:1][C:2](=[O:3])[C:4]1([CH3:5])[N:6]=[N:7][C:8]2([C:9]#[N:10])[CH:11]3[CH:12]=[CH:13][CH:14]([O:15]3)[C:16]12[CH3:17],26.422009362028323
60,89,[CH3:1][C:2](=[O:3])[C-:4]([CH3:5])[N+:6]#[N:7].[C:8]1([CH3:9])=[C:15]([C:16]#[N:17])[CH:13]2[CH:12]=[CH:11][CH:10]1[O:14]2>>[CH3:1][C:2](=[O:3])[C:4]1([CH3:5])[N:6]=[N:7][C:8]2([CH3:9])[CH:10]3[CH:11]=[CH:12][CH:13]([O:14]3)[C:15]12[C:16]#[N:17],25.290361627178545
61,90,[CH3:1][C:2](=[O:3])[C-:4]([CH3:5])[N+:6]#[N:7].[CH:8]1=[CH:17][CH:11]2[O:10][CH:9]1[C:15]([CH3:16])=[C:12]2[C:13]#[N:14]>>[CH3:1][C:2](=[O:3])[C:4]1([CH3:5])[N:6]=[N:7][CH:8]2[CH:9]3[O:10][CH:11]([C:12]([C:13]#[N:14])=[C:15]3[CH3:16])[CH:17]12,23.812271378703645
62,91,[CH3:1][C:2](=[O:3])[C-:4]([CH3:5])[N+:6]#[N:7].[CH:8]1=[CH:17][CH:11]2[O:10][CH:9]1[C:14]([C:15]#[N:16])=[C:12]2[CH3:13]>>[CH3:1][C:2](=[O:3])[C:4]1([CH3:5])[N:6]=[N:7][CH:8]2[CH:9]3[O:10][CH:11]([C:12]([CH3:13])=[C:14]3[C:15]#[N:16])[CH:17]12,23.94091392533113
63,93,[CH3:1][C:2](=[O:3])[C:4]#[CH:5].[c:6]1([C:7]([CH3:8])=[O:9])[o:10][c:11](=[O:12])[c-:13]([C:14]#[N:15])[n+:16]1[CH3:17]>>[CH3:1][C:2](=[O:3])[C:4]1=[CH:5][C:6]2([C:7]([CH3:8])=[O:9])[O:10][C:11](=[O:12])[C:13]1([C:14]#[N:15])[N:16]2[CH3:17],24.58679866628377
64,94,[CH3:1][C:2](=[O:3])[C:4]#[CH:5].[c-:6]1([C:7]#[N:8])[c:9](=[O:10])[o:11][c:12]([C:13]([CH3:14])=[O:15])[n+:16]1[CH3:17]>>[CH3:1][C:2](=[O:3])[C:4]1=[CH:5][C:6]2([C:7]#[N:8])[C:9](=[O:10])[O:11][C:12]1([C:13]([CH3:14])=[O:15])[N:16]2[CH3:17],24.791602068732143
65,99,[CH3:1][NH:2][C:3](=[O:4])[CH:5]=[NH+:6][NH-:7].[C:8]([F:9])([F:10])=[C:11]([F:12])[C:13](=[O:14])[O:15][CH3:16]>>[CH3:1][NH:2][C:3](=[O:4])[CH:5]1[NH:6][NH:7][C:8]([F:9])([F:10])[C:11]1([F:12])[C:13](=[O:14])[O:15][CH3:16],10.72607979060974
66,101,[CH3:1][C:2](=[O:3])[CH:4]=[O+:5][C-:6]([CH3:7])[C:8]#[N:9].[CH:10]1=[CH:17][CH:15]2[C:13]([F:14])=[CH:12][CH:11]1[O:16]2>>[CH3:1][C:2](=[O:3])[CH:4]1[O:5][C:6]([CH3:7])([C:8]#[N:9])[CH:10]2[CH:11]3[CH:12]=[C:13]([F:14])[CH:15]([O:16]3)[CH:17]12,8.543462446100978
67,102,[CH3:1][C:2](=[O:3])[CH:4]=[O+:5][C-:6]([CH3:7])[C:8]#[N:9].[C:10]1([F:11])=[CH:17][CH:15]2[CH:14]=[CH:13][CH:12]1[O:16]2>>[CH3:1][C:2](=[O:3])[CH:4]1[O:5][C:6]([CH3:7])([C:8]#[N:9])[C:10]2([F:11])[CH:12]3[CH:13]=[CH:14][CH:15]([O:16]3)[CH:17]12,6.756100866149138
68,103,[CH3:1][C:2](=[O:3])[C:4]#[C:5][Br:6].[C:7]([CH3:8])([C:9]([CH3:10])=[O:11])=[O+:12][CH2-:13]>>[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([Br:6])[C:7]([CH3:8])([C:9]([CH3:10])=[O:11])[O:12][CH2:13]1,5.491292373976378
69,104,[O-:4][N+:5]([CH3:6])=[C:7]([CH3:8])[CH3:9].[CH3:1][O:2][C:3]1=[C:10]([F:11])[CH:12]2[CH2:13][CH2:14][CH:15]1[CH2:16]2>>[CH3:1][O:2][C:3]12[O:4][N:5]([CH3:6])[C:7]([CH3:8])([CH3:9])[C:10]1([F:11])[CH:12]1[CH2:13][CH2:14][CH:15]2[CH2:16]1,30.20508973733584
70,106,[CH3:1][O:2][C:3]#[C:4][c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1.[CH:11]([C:12]#[N:13])=[O+:14][C-:15]([CH3:16])[C:17]#[N:18]>>[CH3:1][O:2][C:3]1=[C:4]([c:5]2[cH:6][cH:7][cH:8][cH:9][cH:10]2)[CH:11]([C:12]#[N:13])[O:14][C:15]1([CH3:16])[C:17]#[N:18],10.922584766154952
71,107,[CH3:1][O:2][C:3]#[C:4][c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1.[C-:11]([CH3:12])([C:13]#[N:14])[O+:15]=[CH:16][C:17]#[N:18]>>[CH3:1][O:2][C:3]1=[C:4]([c:5]2[cH:6][cH:7][cH:8][cH:9][cH:10]2)[C:11]([CH3:12])([C:13]#[N:14])[O:15][CH:16]1[C:17]#[N:18],9.266994161498095
72,108,[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:6]([Cl:7])[CH:8]2[O:9][CH:10]1[CH:11]=[CH:16]2.[CH-:12]([CH3:13])[N+:14]#[N:15]>>[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:6]([Cl:7])[CH:8]2[O:9][CH:10]1[CH:11]1[CH:12]([CH3:13])[N:14]=[N:15][CH:16]21,17.975304971626848
73,109,[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:10]([Cl:11])[CH:12]2[CH:13]=[CH:14][CH:15]1[O:16]2.[CH-:6]([CH3:7])[N+:8]#[N:9]>>[CH3:1][O:2][C:3](=[O:4])[C:5]12[CH:6]([CH3:7])[N:8]=[N:9][C:10]1([Cl:11])[CH:12]1[CH:13]=[CH:14][CH:15]2[O:16]1,16.095705982560546
